Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
743-04-1105,Cairo,Mandalay,Member,Male,Health and beauty,9722.0,9,43749.0,918729.0,3/30/2019,14:43:00,Ewallet,87498.0,4761904762.0,43749.0,6.0
423-57-2993,Cairo,Mandalay,Normal,Male,Sports and travel,9339.0,6,28017.0,588357.0,3/27/2019,19:18:00,Ewallet,56034.0,4761904762.0,28017.0,10.0
894-41-5205,Giza,Naypyitaw,Normal,Female,Food and beverages,4318.0,8,17272.0,362712.0,1/19/2019,19:39:00,Credit card,34544.0,4761904762.0,17272.0,83.0
275-28-0149,Alex,Yangon,Normal,Male,Sports and travel,6369.0,1,31845.0,668745.0,2/25/2019,16:21:00,Cash,6369.0,4761904762.0,31845.0,6.0
101-17-6199,Alex,Yangon,Normal,Male,Food and beverages,4579.0,7,160265.0,3365565.0,3/13/2019,19:44:00,Credit card,32053.0,4761904762.0,160265.0,7.0
423-80-0988,Giza,Naypyitaw,Normal,Male,Sports and travel,764.0,2,764.0,16044.0,1/30/2019,19:42:00,Ewallet,1528.0,4761904762.0,764.0,65.0
548-46-9322,Cairo,Mandalay,Normal,Male,Food and beverages,399.0,10,1995.0,41895.0,2/20/2019,15:24:00,Credit card,399.0,4761904762.0,1995.0,59.0
505-02-0892,Cairo,Mandalay,Member,Male,Health and beauty,4257.0,8,17028.0,357588.0,2/25/2019,14:12:00,Ewallet,34056.0,4761904762.0,17028.0,56.0
234-65-2137,Giza,Naypyitaw,Normal,Male,Home and lifestyle,9558.0,10,4779.0,100359.0,1/16/2019,13:32:00,Cash,9558.0,4761904762.0,4779.0,48.0
687-47-8271,Alex,Yangon,Normal,Male,Fashion accessories,9898.0,10,4949.0,103929.0,2/8/2019,16:20:00,Credit card,9898.0,4761904762.0,4949.0,87.0
796-32-9050,Alex,Yangon,Normal,Male,Food and beverages,5128.0,6,15384.0,323064.0,1/19/2019,16:31:00,Cash,30768.0,4761904762.0,15384.0,65.0
105-31-1824,Alex,Yangon,Member,Male,Sports and travel,6952.0,7,24332.0,510972.0,2/1/2019,15:10:00,Credit card,48664.0,4761904762.0,24332.0,85.0
249-42-3782,Alex,Yangon,Normal,Male,Health and beauty,7001.0,5,175025.0,3675525.0,1/3/2019,11:36:00,Ewallet,35005.0,4761904762.0,175025.0,55.0
316-55-4634,Cairo,Mandalay,Member,Male,Food and beverages,8005.0,5,200125.0,4202625.0,1/26/2019,12:45:00,Credit card,40025.0,4761904762.0,200125.0,94.0
733-33-4967,Giza,Naypyitaw,Normal,Male,Electronic accessories,2085.0,8,834.0,17514.0,3/3/2019,19:17:00,Cash,1668.0,4761904762.0,834.0,63.0
608-27-6295,Cairo,Mandalay,Member,Male,Electronic accessories,5289.0,6,15867.0,333207.0,1/19/2019,17:34:00,Credit card,31734.0,4761904762.0,15867.0,98.0
414-12-7047,Cairo,Mandalay,Normal,Male,Food and beverages,1979.0,8,7916.0,166236.0,1/18/2019,12:04:00,Ewallet,15832.0,4761904762.0,7916.0,87.0
827-26-2100,Alex,Yangon,Member,Male,Home and lifestyle,3384.0,9,15228.0,319788.0,3/21/2019,16:21:00,Ewallet,30456.0,4761904762.0,15228.0,88.0
175-54-2529,Alex,Yangon,Member,Male,Food and beverages,2217.0,8,8868.0,186228.0,3/3/2019,17:01:00,Credit card,17736.0,4761904762.0,8868.0,96.0
139-52-2867,Giza,Naypyitaw,Normal,Female,Fashion accessories,2251.0,7,78785.0,1654485.0,2/13/2019,10:50:00,Credit card,15757.0,4761904762.0,78785.0,48.0
407-63-8975,Alex,Yangon,Normal,Male,Food and beverages,7388.0,6,22164.0,465444.0,3/23/2019,19:16:00,Ewallet,44328.0,4761904762.0,22164.0,44.0
342-65-4817,Giza,Naypyitaw,Member,Male,Health and beauty,868.0,3,1302.0,27342.0,1/28/2019,16:47:00,Ewallet,2604.0,4761904762.0,1302.0,99.0
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion accessories,6426.0,7,22491.0,472311.0,2/9/2019,10:00:00,Cash,44982.0,4761904762.0,22491.0,57.0
434-83-9547,Giza,Naypyitaw,Member,Male,Food and beverages,3847.0,8,15388.0,323148.0,1/23/2019,11:51:00,Cash,30776.0,4761904762.0,15388.0,77.0
851-28-6367,Alex,Yangon,Member,Male,Sports and travel,155.0,10,775.0,16275.0,3/23/2019,10:55:00,Ewallet,155.0,4761904762.0,775.0,8.0
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,3431.0,8,13724.0,288204.0,1/25/2019,15:00:00,Ewallet,27448.0,4761904762.0,13724.0,57.0
586-25-0848,Alex,Yangon,Normal,Female,Sports and travel,1234.0,7,4319.0,90699.0,3/4/2019,11:19:00,Credit card,8638.0,4761904762.0,4319.0,67.0
895-66-0685,Cairo,Mandalay,Member,Male,Food and beverages,1808.0,3,2712.0,56952.0,3/5/2019,19:46:00,Ewallet,5424.0,4761904762.0,2712.0,8.0
305-14-0245,Cairo,Mandalay,Member,Female,Home and lifestyle,9449.0,8,37796.0,793716.0,3/3/2019,19:00:00,Ewallet,75592.0,4761904762.0,37796.0,75.0
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,4647.0,4,9294.0,195174.0,2/8/2019,10:53:00,Cash,18588.0,4761904762.0,9294.0,7.0
400-60-7251,Alex,Yangon,Normal,Male,Home and lifestyle,7407.0,1,37035.0,777735.0,2/10/2019,12:50:00,Ewallet,7407.0,4761904762.0,37035.0,99.0
593-65-1552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,6981.0,4,13962.0,293202.0,1/28/2019,20:50:00,Credit card,27924.0,4761904762.0,13962.0,59.0
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,7704.0,3,11556.0,242676.0,2/11/2019,10:39:00,Credit card,23112.0,4761904762.0,11556.0,72.0
437-58-8131,Cairo,Mandalay,Normal,Female,Fashion accessories,7352.0,2,7352.0,154392.0,1/15/2019,13:41:00,Ewallet,14704.0,4761904762.0,7352.0,46.0
286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,878.0,9,3951.0,82971.0,3/16/2019,19:08:00,Cash,7902.0,4761904762.0,3951.0,92.0
641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,2555.0,4,511.0,10731.0,1/26/2019,20:23:00,Ewallet,1022.0,4761904762.0,511.0,57.0
831-07-6050,Alex,Yangon,Normal,Male,Electronic accessories,3271.0,5,81775.0,1717275.0,3/19/2019,11:30:00,Credit card,16355.0,4761904762.0,81775.0,99.0
556-86-3144,Giza,Naypyitaw,Member,Female,Fashion accessories,7429.0,1,37145.0,780045.0,1/13/2019,19:30:00,Cash,7429.0,4761904762.0,37145.0,5.0
848-24-9445,Giza,Naypyitaw,Member,Male,Health and beauty,437.0,2,437.0,9177.0,3/26/2019,18:03:00,Cash,874.0,4761904762.0,437.0,49.0
856-22-8149,Alex,Yangon,Normal,Female,Home and lifestyle,2529.0,1,12645.0,265545.0,3/23/2019,10:13:00,Ewallet,2529.0,4761904762.0,12645.0,61.0
699-01-4164,Giza,Naypyitaw,Normal,Male,Health and beauty,415.0,4,83.0,1743.0,3/12/2019,19:58:00,Credit card,166.0,4761904762.0,83.0,82.0
420-11-4919,Giza,Naypyitaw,Member,Female,Food and beverages,7139.0,5,178475.0,3747975.0,2/17/2019,19:57:00,Credit card,35695.0,4761904762.0,178475.0,55.0
606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,1915.0,6,5745.0,120645.0,1/29/2019,10:01:00,Credit card,1149.0,4761904762.0,5745.0,68.0
542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,5749.0,4,11498.0,241458.0,3/15/2019,11:57:00,Cash,22996.0,4761904762.0,11498.0,66.0
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,6141.0,7,214935.0,4513635.0,1/14/2019,10:02:00,Cash,42987.0,4761904762.0,214935.0,98.0
875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,259.0,10,1295.0,27195.0,2/6/2019,14:51:00,Ewallet,259.0,4761904762.0,1295.0,87.0
394-43-4238,Cairo,Mandalay,Member,Male,Home and lifestyle,1777.0,5,44425.0,932925.0,2/15/2019,12:42:00,Credit card,8885.0,4761904762.0,44425.0,54.0
749-24-1565,Alex,Yangon,Normal,Female,Health and beauty,2303.0,9,103635.0,2176335.0,1/3/2019,12:02:00,Ewallet,20727.0,4761904762.0,103635.0,79.0
672-51-8681,Giza,Naypyitaw,Member,Female,Electronic accessories,6665.0,9,299925.0,6298425.0,1/4/2019,18:19:00,Credit card,59985.0,4761904762.0,299925.0,97.0
263-87-5680,Giza,Naypyitaw,Member,Female,Home and lifestyle,2853.0,10,14265.0,299565.0,3/18/2019,17:38:00,Ewallet,2853.0,4761904762.0,14265.0,78.0
573-58-9734,Cairo,Mandalay,Normal,Female,Fashion accessories,3037.0,3,45555.0,956655.0,3/28/2019,13:41:00,Ewallet,9111.0,4761904762.0,45555.0,51.0
817-69-8206,Cairo,Mandalay,Normal,Female,Electronic accessories,9973.0,9,448785.0,9424485.0,3/2/2019,19:42:00,Credit card,89757.0,4761904762.0,448785.0,65.0
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,2623.0,9,118035.0,2478735.0,1/25/2019,20:24:00,Ewallet,23607.0,4761904762.0,118035.0,59.0
677-11-0152,Giza,Naypyitaw,Normal,Female,Food and beverages,9326.0,9,41967.0,881307.0,1/16/2019,18:08:00,Cash,83934.0,4761904762.0,41967.0,88.0
142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,9236.0,5,2309.0,48489.0,3/20/2019,19:17:00,Ewallet,4618.0,4761904762.0,2309.0,49.0
656-16-1063,Cairo,Mandalay,Normal,Male,Sports and travel,4642.0,3,6963.0,146223.0,1/4/2019,13:24:00,Credit card,13926.0,4761904762.0,6963.0,44.0
891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,2961.0,7,103635.0,2176335.0,3/11/2019,15:53:00,Cash,20727.0,4761904762.0,103635.0,65.0
802-43-8934,Alex,Yangon,Normal,Male,Home and lifestyle,1828.0,1,914.0,19194.0,3/22/2019,15:05:00,Credit card,1828.0,4761904762.0,914.0,83.0
560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,2477.0,5,61925.0,1300425.0,3/24/2019,18:27:00,Cash,12385.0,4761904762.0,61925.0,85.0
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,9464.0,3,14196.0,298116.0,2/21/2019,16:55:00,Cash,28392.0,4761904762.0,14196.0,55.0
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,9487.0,8,37948.0,796908.0,2/12/2019,12:58:00,Ewallet,75896.0,4761904762.0,37948.0,87.0
790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,5734.0,3,8601.0,180621.0,3/10/2019,18:59:00,Credit card,17202.0,4761904762.0,8601.0,79.0
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,4535.0,6,13605.0,285705.0,1/31/2019,13:44:00,Ewallet,2721.0,4761904762.0,13605.0,61.0
468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,6208.0,7,21728.0,456288.0,3/6/2019,13:46:00,Ewallet,43456.0,4761904762.0,21728.0,54.0
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,1181.0,5,29525.0,620025.0,2/17/2019,18:06:00,Cash,5905.0,4761904762.0,29525.0,94.0
279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,1254.0,1,627.0,13167.0,2/21/2019,12:38:00,Cash,1254.0,4761904762.0,627.0,82.0
213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,4325.0,2,4325.0,90825.0,3/20/2019,15:56:00,Cash,865.0,4761904762.0,4325.0,62.0
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,8716.0,2,8716.0,183036.0,1/11/2019,14:29:00,Credit card,17432.0,4761904762.0,8716.0,97.0
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,6937.0,9,312165.0,6555465.0,1/26/2019,19:14:00,Ewallet,62433.0,4761904762.0,312165.0,4.0
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,3706.0,4,7412.0,155652.0,1/31/2019,16:24:00,Ewallet,14824.0,4761904762.0,7412.0,97.0
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,907.0,6,2721.0,57141.0,2/26/2019,10:52:00,Cash,5442.0,4761904762.0,2721.0,53.0
721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,6342.0,8,25368.0,532728.0,3/11/2019,12:55:00,Ewallet,50736.0,4761904762.0,25368.0,74.0
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,8137.0,2,8137.0,170877.0,1/26/2019,19:28:00,Cash,16274.0,4761904762.0,8137.0,65.0
545-46-3100,Cairo,Mandalay,Member,Female,Electronic accessories,1059.0,3,15885.0,333585.0,3/12/2019,13:52:00,Credit card,3177.0,4761904762.0,15885.0,87.0
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,8409.0,9,378405.0,7946505.0,2/11/2019,10:54:00,Cash,75681.0,4761904762.0,378405.0,8.0
269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,7382.0,4,14764.0,310044.0,2/21/2019,18:31:00,Cash,29528.0,4761904762.0,14764.0,67.0
157-13-5295,Alex,Yangon,Member,Male,Health and beauty,5194.0,10,2597.0,54537.0,3/9/2019,18:24:00,Ewallet,5194.0,4761904762.0,2597.0,65.0
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,9314.0,2,9314.0,195594.0,1/20/2019,18:09:00,Ewallet,18628.0,4761904762.0,9314.0,41.0
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,1741.0,5,43525.0,914025.0,1/28/2019,15:16:00,Credit card,8705.0,4761904762.0,43525.0,49.0
755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,4422.0,5,11055.0,232155.0,3/5/2019,17:07:00,Credit card,2211.0,4761904762.0,11055.0,86.0
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,1322.0,5,3305.0,69405.0,3/2/2019,19:26:00,Cash,661.0,4761904762.0,3305.0,43.0
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,8969.0,1,44845.0,941745.0,1/11/2019,11:20:00,Ewallet,8969.0,4761904762.0,44845.0,49.0
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,2494.0,9,11223.0,235683.0,1/11/2019,16:49:00,Credit card,22446.0,4761904762.0,11223.0,56.0
448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,5977.0,2,5977.0,125517.0,3/11/2019,12:01:00,Credit card,11954.0,4761904762.0,5977.0,58.0
142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,932.0,2,932.0,19572.0,2/28/2019,18:37:00,Credit card,1864.0,4761904762.0,932.0,6.0
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,6265.0,4,1253.0,26313.0,1/5/2019,11:25:00,Cash,2506.0,4761904762.0,1253.0,42.0
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,9387.0,8,37548.0,788508.0,2/2/2019,18:42:00,Credit card,75096.0,4761904762.0,37548.0,83.0
530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,4759.0,8,19036.0,399756.0,1/1/2019,14:47:00,Cash,38072.0,4761904762.0,19036.0,57.0
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,814.0,3,1221.0,25641.0,2/9/2019,19:43:00,Cash,2442.0,4761904762.0,1221.0,48.0
604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,1794.0,5,4485.0,94185.0,1/23/2019,14:04:00,Ewallet,897.0,4761904762.0,4485.0,68.0
799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,7772.0,4,15544.0,326424.0,1/7/2019,16:11:00,Credit card,31088.0,4761904762.0,15544.0,88.0
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,7306.0,7,25571.0,536991.0,1/14/2019,19:06:00,Credit card,51142.0,4761904762.0,25571.0,42.0
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,4655.0,9,209475.0,4398975.0,2/2/2019,15:34:00,Ewallet,41895.0,4761904762.0,209475.0,64.0
662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,3519.0,10,17595.0,369495.0,3/17/2019,19:06:00,Credit card,3519.0,4761904762.0,17595.0,84.0
883-17-4236,Giza,Naypyitaw,Normal,Female,Sports and travel,1439.0,2,1439.0,30219.0,3/2/2019,19:44:00,Credit card,2878.0,4761904762.0,1439.0,72.0
290-68-2984,Alex,Yangon,Normal,Male,Home and lifestyle,2375.0,4,475.0,9975.0,3/16/2019,11:22:00,Cash,95.0,4761904762.0,475.0,52.0
704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,589.0,8,2356.0,49476.0,1/6/2019,11:23:00,Cash,4712.0,4761904762.0,2356.0,89.0
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,3262.0,4,6524.0,137004.0,1/29/2019,14:12:00,Cash,13048.0,4761904762.0,6524.0,9.0
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,6635.0,1,33175.0,696675.0,1/31/2019,10:46:00,Credit card,6635.0,4761904762.0,33175.0,97.0
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,2591.0,6,7773.0,163233.0,2/5/2019,10:16:00,Ewallet,15546.0,4761904762.0,7773.0,87.0
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,3225.0,4,645.0,13545.0,2/13/2019,12:38:00,Ewallet,129.0,4761904762.0,645.0,65.0
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,6594.0,4,13188.0,276948.0,2/7/2019,13:05:00,Credit card,26376.0,4761904762.0,13188.0,69.0
850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,7506.0,9,33777.0,709317.0,3/19/2019,13:25:00,Ewallet,67554.0,4761904762.0,33777.0,62.0
821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,1645.0,4,329.0,6909.0,3/7/2019,14:53:00,Ewallet,658.0,4761904762.0,329.0,56.0
655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,383.0,4,766.0,16086.0,3/13/2019,19:22:00,Cash,1532.0,4761904762.0,766.0,57.0
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,2224.0,10,1112.0,23352.0,2/9/2019,11:00:00,Cash,2224.0,4761904762.0,1112.0,42.0
154-74-7179,Cairo,Mandalay,Normal,Male,Sports and travel,5445.0,1,27225.0,571725.0,2/26/2019,19:24:00,Ewallet,5445.0,4761904762.0,27225.0,79.0
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,984.0,7,3444.0,72324.0,3/12/2019,12:43:00,Credit card,6888.0,4761904762.0,3444.0,87.0
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,3547.0,4,7094.0,148974.0,3/14/2019,17:22:00,Credit card,14188.0,4761904762.0,7094.0,69.0
571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,746.0,10,373.0,7833.0,1/8/2019,20:55:00,Cash,746.0,4761904762.0,373.0,95.0
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,7074.0,4,14148.0,297108.0,1/5/2019,16:05:00,Credit card,28296.0,4761904762.0,14148.0,44.0
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,3554.0,10,1777.0,37317.0,1/4/2019,13:34:00,Ewallet,3554.0,4761904762.0,1777.0,7.0
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,6743.0,5,168575.0,3540075.0,3/6/2019,18:13:00,Ewallet,33715.0,4761904762.0,168575.0,63.0
687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,2112.0,2,2112.0,44352.0,1/3/2019,19:17:00,Cash,4224.0,4761904762.0,2112.0,97.0
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,2154.0,9,9693.0,203553.0,1/7/2019,11:44:00,Credit card,19386.0,4761904762.0,9693.0,88.0
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,1203.0,2,1203.0,25263.0,1/27/2019,15:51:00,Cash,2406.0,4761904762.0,1203.0,51.0
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,9971.0,6,29913.0,628173.0,2/26/2019,16:52:00,Ewallet,59826.0,4761904762.0,29913.0,79.0
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,4797.0,7,167895.0,3525795.0,1/7/2019,20:52:00,Cash,33579.0,4761904762.0,167895.0,62.0
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,2182.0,10,1091.0,22911.0,1/7/2019,17:36:00,Cash,2182.0,4761904762.0,1091.0,71.0
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,9542.0,4,19084.0,400764.0,2/2/2019,13:23:00,Ewallet,38168.0,4761904762.0,19084.0,64.0
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,7099.0,10,35495.0,745395.0,3/20/2019,16:28:00,Cash,7099.0,4761904762.0,35495.0,57.0
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,4402.0,10,2201.0,46221.0,3/20/2019,19:57:00,Credit card,4402.0,4761904762.0,2201.0,96.0
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,6996.0,8,27984.0,587664.0,2/15/2019,17:01:00,Credit card,55968.0,4761904762.0,27984.0,64.0
523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,185.0,3885.0,3/6/2019,13:29:00,Credit card,37.0,4761904762.0,185.0,79.0
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,1534.0,1,767.0,16107.0,1/6/2019,11:09:00,Cash,1534.0,4761904762.0,767.0,65.0
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,9983.0,6,29949.0,628929.0,3/4/2019,15:02:00,Ewallet,59898.0,4761904762.0,29949.0,85.0
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,4767.0,4,9534.0,200214.0,3/12/2019,14:21:00,Cash,19068.0,4761904762.0,9534.0,91.0
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,6668.0,5,1667.0,35007.0,2/20/2019,18:01:00,Cash,3334.0,4761904762.0,1667.0,76.0
593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,7486.0,1,3743.0,78603.0,3/24/2019,14:49:00,Cash,7486.0,4761904762.0,3743.0,69.0
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,2375.0,9,106875.0,2244375.0,1/31/2019,12:02:00,Cash,21375.0,4761904762.0,106875.0,95.0
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,4851.0,7,169785.0,3565485.0,1/25/2019,13:30:00,Credit card,33957.0,4761904762.0,169785.0,52.0
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,9488.0,7,33208.0,697368.0,2/3/2019,14:38:00,Cash,66416.0,4761904762.0,33208.0,42.0
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,403.0,10,2015.0,42315.0,1/24/2019,17:37:00,Credit card,403.0,4761904762.0,2015.0,7.0
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,2785.0,7,97475.0,2046975.0,3/14/2019,17:20:00,Ewallet,19495.0,4761904762.0,97475.0,6.0
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,6248.0,1,3124.0,65604.0,2/18/2019,20:29:00,Cash,6248.0,4761904762.0,3124.0,47.0
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,3636.0,2,3636.0,76356.0,1/21/2019,10:00:00,Cash,7272.0,4761904762.0,3636.0,71.0
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,1811.0,10,9055.0,190155.0,3/13/2019,11:46:00,Ewallet,1811.0,4761904762.0,9055.0,59.0
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,5192.0,5,1298.0,27258.0,3/3/2019,13:42:00,Cash,2596.0,4761904762.0,1298.0,75.0
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,2884.0,4,5768.0,121128.0,3/29/2019,14:44:00,Cash,11536.0,4761904762.0,5768.0,64.0
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,7838.0,6,23514.0,493794.0,1/10/2019,14:16:00,Ewallet,47028.0,4761904762.0,23514.0,58.0
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,6001.0,4,12002.0,252042.0,1/25/2019,15:54:00,Cash,24004.0,4761904762.0,12002.0,45.0
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,8861.0,1,44305.0,930405.0,1/19/2019,10:21:00,Cash,8861.0,4761904762.0,44305.0,77.0
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,9982.0,2,9982.0,209622.0,1/2/2019,18:09:00,Credit card,19964.0,4761904762.0,9982.0,67.0
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,3901.0,1,19505.0,409605.0,3/12/2019,16:46:00,Credit card,3901.0,4761904762.0,19505.0,47.0
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,4861.0,1,24305.0,510405.0,2/25/2019,15:31:00,Cash,4861.0,4761904762.0,24305.0,44.0
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,5119.0,4,10238.0,214998.0,3/18/2019,17:15:00,Credit card,20476.0,4761904762.0,10238.0,47.0
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,1496.0,8,5984.0,125664.0,2/23/2019,12:29:00,Cash,11968.0,4761904762.0,5984.0,86.0
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,722.0,7,2527.0,53067.0,3/26/2019,20:14:00,Ewallet,5054.0,4761904762.0,2527.0,43.0
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,4023.0,7,140805.0,2956905.0,3/30/2019,13:22:00,Cash,28161.0,4761904762.0,140805.0,96.0
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,8879.0,8,35516.0,745836.0,2/17/2019,17:09:00,Cash,71032.0,4761904762.0,35516.0,41.0
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,2648.0,3,3972.0,83412.0,3/21/2019,10:40:00,Ewallet,7944.0,4761904762.0,3972.0,47.0
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,8191.0,2,8191.0,172011.0,3/5/2019,17:43:00,Cash,16382.0,4761904762.0,8191.0,78.0
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,7993.0,6,23979.0,503559.0,1/31/2019,14:04:00,Cash,47958.0,4761904762.0,23979.0,55.0
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,6933.0,2,6933.0,145593.0,2/5/2019,19:05:00,Ewallet,13866.0,4761904762.0,6933.0,97.0
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,1423.0,5,35575.0,747075.0,2/1/2019,10:08:00,Credit card,7115.0,4761904762.0,35575.0,44.0
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,1555.0,9,69975.0,1469475.0,3/7/2019,13:12:00,Cash,13995.0,4761904762.0,69975.0,5.0
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,7813.0,10,39065.0,820365.0,2/10/2019,20:51:00,Cash,7813.0,4761904762.0,39065.0,44.0
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,9937.0,2,9937.0,208677.0,2/14/2019,17:29:00,Cash,19874.0,4761904762.0,9937.0,52.0
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,2108.0,3,3162.0,66402.0,2/9/2019,10:25:00,Cash,6324.0,4761904762.0,3162.0,73.0
